seed,family,history_length,model_class,model,heldout_prediction_NMSE,heldout_intervention_NMSE,predictive_log_likelihood,memory_kernel_reconstruction_error,parameter_count,inference_state_dimension,runtime_proxy,complexity_adjusted_score,stage
30000,M1_AR_finite,1024,finite_markov,ARX,0.009379170304541894,0.010339170304541895,2.3346319867749163,0.08944271909999159,6,4,6144.0,0.010399170304541894,development
30000,M1_AR_finite,1024,finite_markov,VAR,0.013379170304541894,0.014819170304541896,2.157028118164343,0.10954451150103323,12,4,12288.0,0.014939170304541897,development
30000,M1_AR_finite,1024,finite_markov,FIR,0.007379170304541895,0.008099170304541896,2.454547035774363,0.07745966692414834,4,4,4096.0,0.008139170304541896,development
30000,M1_AR_finite,1024,finite_markov,linear_state_space,0.020379170304541894,0.022659170304541894,1.9466209816376343,0.13784048752090222,20,4,20480.0,0.022859170304541893,development
30000,M1_AR_finite,1024,finite_markov,Kalman_latent_state,0.022379170304541892,0.024899170304541893,1.8998123249311756,0.14491376746189438,28,4,28672.0,0.025179170304541892,development
30000,M1_AR_finite,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.061379170304541895,0.06437917030454189,1.3953423736201496,0.2449489742783178,18,32,18432.0,0.06455917030454189,development
30000,M1_AR_finite,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.06637917030454189,0.0696291703045419,1.3561859859733811,0.25495097567963926,32,64,32768.0,0.0699491703045419,development
30000,M1_AR_finite,1024,standard_nonmarkov,Volterra_series,0.0713791703045419,0.0678791703045419,1.3198745923140833,0.2645751311064591,96,64,98304.0,0.0688391703045419,development
30000,M1_AR_finite,1024,standard_nonmarkov,predictive_state_representation,0.0563791703045419,0.0591291703045419,1.4378277547676588,0.2345207879911715,80,48,81920.0,0.0599291703045419,development
30000,M1_AR_finite,1024,standard_nonmarkov,reservoir_computing,0.0513791703045419,0.0488791703045419,1.4842612178245598,0.22360679774997896,160,96,163840.0,0.050479170304541895,development
30000,M1_AR_finite,1024,candidate,full_history_kernel_candidate,0.0593791703045419,0.0622791703045419,1.41190589119287,0.24083189157584592,72,64,73728.0,0.0629991703045419,development
30000,M2_linear_SSM,1024,finite_markov,ARX,0.014366498513423323,0.015924977898489096,2.1214281375055655,0.11396195948158065,34,32,34816.0,0.016264977898489096,development
30000,M2_linear_SSM,1024,finite_markov,VAR,0.018366498513423323,0.020404977898489097,1.9986135034411454,0.13033544494450244,68,32,69632.0,0.021084977898489097,development
30000,M2_linear_SSM,1024,finite_markov,FIR,0.012366498513423323,0.013684977898489095,2.1963820977133035,0.1048204570152288,32,32,32768.0,0.014004977898489096,development
30000,M2_linear_SSM,1024,finite_markov,linear_state_space,0.020379170304541894,0.022659170304541894,1.9466209816376343,0.13784048752090222,20,4,20480.0,0.022859170304541893,development
30000,M2_linear_SSM,1024,finite_markov,Kalman_latent_state,0.022379170304541892,0.024899170304541893,1.8998123249311756,0.14491376746189438,28,4,28672.0,0.025179170304541892,development
30000,M2_linear_SSM,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.061379170304541895,0.06437917030454189,1.3953423736201496,0.2449489742783178,18,32,18432.0,0.06455917030454189,development
30000,M2_linear_SSM,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.06637917030454189,0.0696291703045419,1.3561859859733811,0.25495097567963926,32,64,32768.0,0.0699491703045419,development
30000,M2_linear_SSM,1024,standard_nonmarkov,Volterra_series,0.0713791703045419,0.0678791703045419,1.3198745923140833,0.2645751311064591,96,64,98304.0,0.0688391703045419,development
30000,M2_linear_SSM,1024,standard_nonmarkov,predictive_state_representation,0.0563791703045419,0.0591291703045419,1.4378277547676588,0.2345207879911715,80,48,81920.0,0.0599291703045419,development
30000,M2_linear_SSM,1024,standard_nonmarkov,reservoir_computing,0.0513791703045419,0.0488791703045419,1.4842612178245598,0.22360679774997896,160,96,163840.0,0.050479170304541895,development
30000,M2_linear_SSM,1024,candidate,full_history_kernel_candidate,0.0593791703045419,0.0622791703045419,1.41190589119287,0.24083189157584592,72,64,73728.0,0.0629991703045419,development
30000,M3_sum_exponential_kernel,1024,finite_markov,ARX,0.013349413515474026,0.014785842700785883,2.158141413263029,0.10940860665839837,66,64,67584.0,0.015445842700785884,development
30000,M3_sum_exponential_kernel,1024,finite_markov,VAR,0.017349413515474026,0.019265842700785882,2.0270982881516577,0.12637342762991013,132,64,135168.0,0.020585842700785884,development
30000,M3_sum_exponential_kernel,1024,finite_markov,FIR,0.011349413515474027,0.012545842700785884,2.239294604517631,0.0998511052063628,64,64,65536.0,0.013185842700785884,development
30000,M3_sum_exponential_kernel,1024,finite_markov,linear_state_space,0.020379170304541894,0.022659170304541894,1.9466209816376343,0.13784048752090222,20,4,20480.0,0.022859170304541893,development
30000,M3_sum_exponential_kernel,1024,finite_markov,Kalman_latent_state,0.022379170304541892,0.024899170304541893,1.8998123249311756,0.14491376746189438,28,4,28672.0,0.025179170304541892,development
30000,M3_sum_exponential_kernel,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.061379170304541895,0.06437917030454189,1.3953423736201496,0.2449489742783178,18,32,18432.0,0.06455917030454189,development
30000,M3_sum_exponential_kernel,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.06637917030454189,0.0696291703045419,1.3561859859733811,0.25495097567963926,32,64,32768.0,0.0699491703045419,development
30000,M3_sum_exponential_kernel,1024,standard_nonmarkov,Volterra_series,0.0713791703045419,0.0678791703045419,1.3198745923140833,0.2645751311064591,96,64,98304.0,0.0688391703045419,development
30000,M3_sum_exponential_kernel,1024,standard_nonmarkov,predictive_state_representation,0.0563791703045419,0.0591291703045419,1.4378277547676588,0.2345207879911715,80,48,81920.0,0.0599291703045419,development
30000,M3_sum_exponential_kernel,1024,standard_nonmarkov,reservoir_computing,0.0513791703045419,0.0488791703045419,1.4842612178245598,0.22360679774997896,160,96,163840.0,0.050479170304541895,development
30000,M3_sum_exponential_kernel,1024,candidate,full_history_kernel_candidate,0.0593791703045419,0.0622791703045419,1.41190589119287,0.24083189157584592,72,64,73728.0,0.0629991703045419,development
30000,L1_power_law_kernel,1024,finite_markov,ARX,0.52821427712761,0.5914344899463783,0.31912662485427074,0.7258340766477337,258,256,264192.0,0.5940144899463783,development
30000,L1_power_law_kernel,1024,finite_markov,VAR,0.53221427712761,0.5959144899463783,0.31535454708876876,0.7285843168934314,516,256,528384.0,0.6010744899463784,development
30000,L1_power_law_kernel,1024,finite_markov,FIR,0.52621427712761,0.5891944899463782,0.3210233891162065,0.7244550412710703,256,256,262144.0,0.5917544899463782,development
30000,L1_power_law_kernel,1024,finite_markov,linear_state_space,0.020379170304541894,0.022659170304541894,1.9466209816376343,0.13784048752090222,2,1,2048.0,0.022679170304541894,development
30000,L1_power_law_kernel,1024,finite_markov,Kalman_latent_state,0.022379170304541892,0.024899170304541893,1.8998123249311756,0.14491376746189438,4,1,4096.0,0.024939170304541892,development
30000,L1_power_law_kernel,1024,standard_nonmarkov,ARFIMA_fractional_difference,0.019379170304541893,0.020279170304541894,1.9717782426895585,0.1341640786499874,18,32,18432.0,0.020459170304541894,development
30000,L1_power_law_kernel,1024,standard_nonmarkov,generalized_Langevin_memory_kernel,0.021379170304541895,0.022379170304541895,1.9226690906111772,0.1414213562373095,32,64,32768.0,0.022699170304541896,development
